id,biz_name,e_address,e_city,e_state,e_postal,e_zip_full,e_country,loc_county,loc_area_code,loc_FIPS,loc_MSA,loc_PMSA,loc_TZ,loc_DST,loc_LAT_centroid,loc_LAT_poly,loc_LONG_centroid,loc_LONG_poly,biz_phone,metal_spikes,play_five,c_holes,c_type,year_built,c_designer,c_season,guest_policy,dress_code,green_fees,weekend_rates,adv_tee,Description,website,Tier,Cash,Card,Member Charge,Member Charge Only,description
4502,Shadowbrook Inn & Resort,Rural Route 6,Tunkhannock,PA,18657,,USA,Wyoming,570,42131,7560,,EST,Y,41.5722,,-75.9275,,(570) 836-2151,Y,Y,18,Resort,1958,Karl Schmitt & Geoffrey S. Cornish,Apr 1 to Dec 31,Open,"No denim, collared shirt and bermuda shorts required",$10.00 - $27.00,$22 wknd,7 days,"Nestled within the foothills of the Endless Mountains, Shadowbrook Inn & Resort enjoys beautiful scenery that perfectly complements the enjoyable round. The par-3 holes are especially scenic. The lush, rolling terrain provides interesting elevation changes that come into play, especially on the slightly tougher front nine holes. Golfers are quickly introduced to the challenges of the golf course with accurate drives being required on several holes of the first half but the back nine is much gentler, it is no less fun though. There are also some straight, uphill holes that golfers will have to contend with on the back nine. One of the golf course's most memorable holes is the par-3 16th, which is a tricky downhill hole that is one of the few that plays over water.",https://www.golfpass.com/travel-advisor/xgo/1433,,,,,,
4507,Uniontown Country Club,25 Bailey Ln,Uniontown,PA,15401,,USA,Fayette,724,42051,6280,,EST,Y,39.8676,39.8810983,-79.7351,-79.7213428,(724) 438-7831,Y,Y,18,Private,1921,Emil Loeffler & John McGlynn,Open all year (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$15.00 - $35.00,$35 wknd,7 days,,https://www.golfpass.com/travel-advisor/xgo/12001,,,,,,
4508,McCall Field Golf Course,201 N Lynn Blvd,Upper Darby,PA,19082,,USA,Delaware,610,42045,,6160,EST,Y,39.9602,39.9698161,-75.2702,-75.283689,(610) 734-7903,Y,Y,18,Private,1913,,Open all year,Reciprocal,"No denim, collared shirt and bermuda shorts required",$20.00 - $25.00,$25 wknd,Yes,,https://www.golfpass.com/travel-advisor/xgo/12002,,,,,,
4511,Vandergrift Golf Club,Community Park Rd,Vandergrift,PA,15690,,USA,Westmoreland,724,42129,6280,,EST,Y,40.6397,40.5883875,-79.5445,-79.5854755,(724) 567-7413,N,Y,9,Semi-private,0,,Apr 1 to Nov 1,Open,Shirt and shoes required,$9.00 - $14.00,$14 wknd,Yes,,,,,,,,
4514,Green Oaks Country Club,Verona Rd,Verona,PA,15147,,USA,Allegheny,412,42003,6280,,EST,Y,40.4996,40.4779759,-79.8241,-79.8455644,(412) 793-2200,Y,Y,18,Private,1950,Donald Ross,Mar 15 to Nov 1 (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$30.00 - $65.00,$48 wknd,7 days,,https://www.golfpass.com/travel-advisor/xgo/12008,,,,,,
4515,Longue Vue Club,400 Longue Vue Dr,Verona,PA,15147,,USA,Allegheny,412,42003,6280,,EST,Y,40.4996,40.4813408,-79.8241,-79.8589354,(412) 793-2375,Y,Y,18,Private,1920,Robert White,Mar 15 to Oct 15,Closed,"No denim, collared shirt and bermuda shorts required",$95.00 - $100.00,$75 wknd,1 days,,https://www.golfpass.com/travel-advisor/xgo/12009,,,,,,
4516,Radnor Valley Country Club,555 Sproul Rd,Radnor,PA,19085,,USA,Delaware,610,42045,,6160,EST,Y,40.0374,40.0224377,-75.3509,-75.3654719,(610) 688-0153,Y,Y,18,Private,1953,Dick Wilson,Open all year (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$50.00 - $70.00,$65 wknd,Yes,,https://www.golfpass.com/travel-advisor/xgo/12010,,,,,,
4517,Pleasant Valley Golf Course,Plowman Rd,Vintondale,PA,15961,,USA,Cambria,814,42021,3680,,EST,Y,40.514,40.4507704,-78.9632,-78.9520267,(814) 446-6244,N,Y,18,Semi-private,1969,Talfert Dickson,Mar 1 to Nov 15,Open,Shirt and shoes required,$10.50 - $21.00,$21 wknd,1 days,,,,,,,,
4519,Springhaven Club,600 S Providence Rd,Nether Providence,PA,19086,,USA,Delaware,610,42045,,6160,EST,Y,39.8901,39.8859073,-75.3702,-75.3669816,(610) 872-8461,Y,Y,18,Private,1904,Ida Dixon,Open all year,Reciprocal,"No denim, collared shirt and bermuda shorts required",$38.00 - $48.00,$48 wknd,Yes,,https://www.golfpass.com/travel-advisor/xgo/12013,,,,,,
4520,Del-Mar Golf Course,Smiley Stop Rd,Wayne,PA,16157,,USA,Lawrence,724,42073,,,EST,Y,40.8833,40.89796,-80.3372,-80.287818,(724) 758-9499,N,N,18,Semi-private,0,,Open all year,Open,No tank tops or cutoffs,$8.00 - $17.00,$17 wknd,1 days,,,,,,,,
4523,Conewango Valley Country Club,Old Route 62,Warren,PA,16365,,USA,Warren,814,42123,,,EST,Y,41.8164,41.9373021,-79.1025,-79.1376914,(814) 723-3421,Y,Y,18,Private,1960,"C. E. \Robbie\"" Robinson""",Apr 1 to Nov 1,Closed,"No denim, collared shirt and bermuda shorts required",$35.00 - $35.00,$35 wknd,3 days,,https://www.golfpass.com/travel-advisor/xgo/12016,,,,,,
4525,Venango Trail Golf Club,1305 Freeport Rd,Mars,PA,16046,,USA,Butler,724,42019,6280,,EST,Y,40.7051,40.6725222,-80.0184,-80.0904313,(724) 776-4400,Y,Y,18,Semi-private,1962,,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$11.00 - $25.00,$25 wknd,7 days,,,,,,,,
4527,Brookside/Lakeside Course at Lone Pine Golf Club,2755 Park Ave,Washington,PA,15301,,USA,Washington,724,42125,6280,,EST,Y,40.1606,40.1142339,-80.2549,-80.2920967,(724) 222-4844,N,Y,27,Private,1969,Xenophon Hassenplug,Open all year,Reciprocal,"No denim, collared shirt and bermuda shorts required",$30.00 - $48.00,,,,,,,,,,
4529,Washington County Golf & Country Club,599 Country Club Rd,Washington,PA,15301,,USA,Washington,724,42125,6280,,EST,Y,40.1606,40.2037549,-80.2549,-80.2412067,,Y,Y,9,Private,1886,,Open all year,Reciprocal,"No denim, collared shirt and bermuda shorts required",$11.00 - $27.00,$27 wknd,Yes,,https://www.golfpass.com/travel-advisor/xgo/12024,,,,,,
4532,Glenhardie Country Club,1399 Old Eagle School Rd,Wayne,PA,19087,,USA,Delaware,610,42045,,6160,EST,Y,40.0627,40.0821028,-75.4015,-75.4151199,(610) 687-3180,Y,Y,9,Private,1969,,Mar 1 to Dec 1,Closed,"No denim, collared shirt and bermuda shorts required",$15.00 - $20.00,$20 wknd,Yes,,https://www.golfpass.com/travel-advisor/xgo/12027,,,,,,
4533,St. Davids Golf Club,845 Radnor Rd,Wayne,PA,19087,,USA,Delaware,610,42045,,6160,EST,Y,40.0627,40.057697,-75.4015,-75.384961,(610) 688-9708,Y,Y,18,Private,1897,Donald Ross,Open all year (closed on Mondays),Closed,"No denim, collared shirt and bermuda shorts required",$65.00 - $65.00,$65 wknd,2 days,,https://www.golfpass.com/travel-advisor/xgo/27865,,,,,,
4534,Waynesboro Country Club,11000 Country Club Rd,Waynesboro,PA,17268,,USA,Franklin,717,42055,,,EST,Y,39.7777,39.7623817,-77.5693,-77.5328644,(717) 762-2603,Y,Y,18,Private,1928,Ed Ault,Open all year,Reciprocal,"No denim, collared shirt and bermuda shorts required",$16.00 - $32.00,$45 wknd,7 days,,https://www.golfpass.com/travel-advisor/xgo/12029,,,,,,
4536,Greene County Country Club,Rural Route 221,Waynesburg,PA,15370,,USA,Greene,724,42059,,,EST,Y,39.8611,40.0452768,-80.1706,-80.2903826,(724) 883-4977,Y,Y,9,Private,1922,Emil Loeffler & John McGlynn,Mar 1 to Nov 1,Closed,"Collared shirt, no cutoffs, denim OK",$12.00 - $40.00,$40 wknd,Yes,,,,,,,,
4538,Tyoga Country Club,Pine Creek Rd,Wellsboro,PA,16901,,USA,Tioga,570,42117,,,EST,Y,41.7308,41.7299403,-77.349,-77.3923554,(570) 724-1653,Y,Y,18,Semi-private,1960,Ed Ault,Apr 15 to Nov 1,Open,"Collared shirt, no cutoffs, denim OK",$45.00 - $49.00,$49 wknd,7 days,,,,,,,,
4539,Galen Hall Country Club,Galen Hall Rd,Wernersville,PA,19565,,USA,Berks,610,42011,6680,,EST,Y,40.3472,40.296246,-76.0868,-76.0987028,(610) 678-9535,N,Y,18,Semi-private,1910,Alex Findlay,Open all year,Open,No tank tops or cutoffs,$18.00 - $23.00,$23 wknd,7 days,,,,,,,,
4541,Hershey's Mill Golf Club,1500 Greenhill Rd,West Chester,PA,19380,,USA,Chester,610,42029,,6160,EST,Y,39.9842,40.0123832,-75.6084,-75.5578576,(610) 692-6592,Y,Y,18,Private,1965,,Apr 1 to Oct 31,Closed,"No denim, collared shirt and bermuda shorts required",$25.00 - $50.00,$50 wknd,7 days,,https://www.golfpass.com/travel-advisor/xgo/12036,,,,,,
4542,Penn Oaks Country Club,150 Penn Oaks Dr,West Chester,PA,19382,,USA,Chester,610,42029,,6160,EST,Y,39.9281,39.910322,-75.6113,-75.562251,(610) 399-6865,Y,Y,18,Private,1966,Russell Roberts,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",$20.00 - $50.00,$50 wknd,2 days,,https://www.golfpass.com/travel-advisor/xgo/12037,,,,,,
4543,Radley Run Country Club,1100 Country Club Rd,West Chester,PA,19382,,USA,Chester,610,42029,,6160,EST,Y,39.9281,39.914004,-75.6113,-75.618142,(610) 793-1662,Y,Y,18,Private,1964,Alfred H. Tull,Apr 15 to Dec 31,Closed,"No denim, collared shirt and bermuda shorts required",$30.00 - $75.00,$75 wknd,3 days,,https://www.golfpass.com/travel-advisor/xgo/12038,,,,,,
4545,West Chester Golf & Country Club,111 W Ashbridge St,West Chester,PA,19380,,USA,Chester,610,42029,,6160,EST,Y,39.9842,39.9668707,-75.6084,-75.6118357,(610) 692-2161,Y,Y,9,Private,1897,,Apr 1 to Nov 1,Reciprocal,"No denim, collared shirt and bermuda shorts required",$15.00 - $40.00,$40 wknd,Yes,,https://www.golfpass.com/travel-advisor/xgo/12039,,,,,,
4546,Oak Tree Country Club,Stateline Rd,West Middlesex,PA,16159,,USA,Mercer,724,42085,7610,,EST,Y,41.1684,41.179635,-80.4546,-80.5190173,(724) 528-9984,Y,Y,18,Semi-private,1967,Ed Ault,Mar 15 to Nov 1 (closed on Mondays),Open,"No denim, collared shirt and bermuda shorts required",$85.00 - $85.00,$85 wknd,7 days,,https://www.golfpass.com/travel-advisor/xgo/4077,,,,,,
4547,Westwood Golf Club,825 Commonwealth Ave,West Mifflin,PA,15122,,USA,Allegheny,412,42003,6280,,EST,Y,40.3582,40.37735,-79.9065,-79.882669,(412) 466-9478,Y,Y,18,Semi-private,1929,,Open all year (closed on Mondays),Reciprocal,"Collared shirt, no cutoffs, denim OK",$30.00 - $40.00,$28 wknd,3 days,Previously known as Duquesne Country Club,https://www.golfpass.com/travel-advisor/xgo/12042,,,,,,
4548,Highland Country Club,450 Highland Ave,West View,PA,15229,,USA,Allegheny,412,42003,6280,,EST,Y,40.5198,40.5217687,-80.0388,-80.0465238,(412) 761-6000,Y,Y,18,Private,1920,Emil Loeffler & John McGlynn,Open all year,Reciprocal,"No denim, collared shirt and bermuda shorts required",$40.00 - $45.00,$45 wknd,7 days,,https://www.golfpass.com/travel-advisor/xgo/5251,,,,,,
4549,River Valley Country Club,Rural Route 4,Westfield,PA,16950,,USA,Tioga,814,42117,,,EST,Y,41.9252,41.9192368,-77.5198,-77.5388744,(814) 367-2202,Y,Y,18,Semi-private,1964,Geoffrey Cornish,Apr 1 to Oct 30,Open,"Collared shirt, no cutoffs, denim OK",$14.00 - $22.00,$18 wknd,7 days,,https://www.golfpass.com/travel-advisor/xgo/12040,,,,,,
4550,Mountain Laurel Golf Club,18661,White Haven,PA,,,USA,,,,,,,U,,,,,,N,Y,18,Semi-private,1970,Geoffrey Cornish,Mar 15 to Dec 1,Open,"No denim, collared shirt and bermuda shorts required",$34.00 - $44.00,$44 wknd,7 days,,https://www.golfpass.com/travel-advisor/xgo/1435,,,,,,
4553,Wyoming Valley Country Club,1695 S Main St,Wilkes-Barre,PA,18706,,USA,Luzerne,570,42079,7560,,EST,Y,41.1921,41.2131767,-75.9213,-75.9324743,(570) 825-9489,Y,Y,18,Private,1896,A. W. Tillinghast,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",$37.00 - $42.00,$42 wknd,Yes,,https://www.golfpass.com/travel-advisor/xgo/20675,,,,,,
4554,Williamsport Country Club,800 Country Club Dr,Montoursville,PA,17754,,USA,Lycoming,570,42081,9140,,EST,Y,41.2816,41.2497548,-76.8857,-76.9539521,(570) 323-3707,Y,Y,18,Private,1909,A. W. Tillinghast,Mar 15 to Nov 15,Closed,"No denim, collared shirt and bermuda shorts required",$28.00 - $28.00,$28 wknd,Yes,,https://www.golfpass.com/travel-advisor/xgo/12045,,,,,,
4557,Yardley Country Club,Reading Ave,Yardley,PA,19067,,USA,Bucks,215,42017,,6160,EST,Y,40.1994,40.232426,-74.8145,-74.835929,(215) 493-3260,Y,Y,18,Private,1929,Fred Findlay,Open all year (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",$50.00 - $60.00,$60 wknd,Yes,,https://www.golfpass.com/travel-advisor/xgo/12048,,,,,,
4559,"Country Club of York, The",1400 Country Club Rd,York,PA,17403,,USA,York,717,42133,9280,,EST,Y,39.9286,39.941576,-76.7198,-76.743204,(717) 843-9303,Y,Y,18,Private,1927,Donald Ross,Open all year,Reciprocal,"No denim, collared shirt and bermuda shorts required",$100.00 - $100.00,$100 wknd,Yes,,https://www.golfpass.com/travel-advisor/xgo/12054,,,,,,
4564,Outdoor Country Club,1157 Detwiler Dr,York,PA,17404,,USA,York,717,42133,9280,,EST,Y,39.97,40.012613,-76.7867,-76.775577,(717) 764-9943,Y,Y,18,Private,1959,Ed Ault,Open all year,Closed,"No denim, collared shirt and bermuda shorts required",$30.00 - $45.00,$45 wknd,7 days,,https://www.golfpass.com/travel-advisor/xgo/12058,,,,,,
4565,"Regents' Glen Country Club, The",1000 Golf Club Rd,York,PA,17403,,USA,York,717,42133,9280,,EST,Y,39.9286,39.939774,-76.7198,-76.752516,(717) 505-4653,Y,Y,18,Private,1998,Arthur Hills,Mar 1 to Nov 21,Reciprocal,"No denim, collared shirt and bermuda shorts required",$20.00 - $50.00,$50 wknd,7 days,"Regent's Glen Country Club is home to an Arthur Hills design tucked amid mature woodlands. The golf course is known for its playability but there are several challenges in store that will test your shot-making skills. The course starts out mildly with a front nine that sprawls across gently undulating meadows while the back nine gets hillier and more challenging. There are more lakes and strategically placed bunkers that come into play on the back as well as a hidden brook that is just waiting for errant shots. Regent's Glen's 11th hole is one of the most intimidating, with a large lake along the fairway. If you dare to carry a portion of this hazard, you'll be rewarded with a shorter approach to the flagstick, however the hidden brook and deep bunker in front of the green will make that very difficult. You'll have to choose your strategy carefully and proper club selection is also key.",https://www.golfpass.com/travel-advisor/xgo/12051,,,,,,
4567,Springwood Golf Club,601 Chestnut Hill Rd,York,PA,17402,,USA,York,717,42133,9280,,EST,Y,39.9799,39.936311,-76.6736,-76.671325,(717) 747-9663,Y,Y,18,Semi-private,0,,Open all year,Open,"No denim, collared shirt and bermuda shorts required",$50.00 - $60.00,$60 wknd,7 days,Built on top of the former 18-hole Springwood Golf Club.,https://www.golfpass.com/travel-advisor/xgo/12052,,,,,,
4570,Fairlawn Country Club,200 N Wheaton Rd,Akron,OH,44313,,USA,Summit,330,39153,,80,EST,Y,41.1407,41.1242703,-81.5658,-81.5906187,(330) 836-5541,Y,Y,18,Private,1917,William Langford,Apr 1 to Dec 1 (closed on Mondays),Reciprocal,"No denim, collared shirt and bermuda shorts required",$25.00 - $45.00,$45 wknd,14 days,,https://www.golfpass.com/travel-advisor/xgo/10425,,,,,,
4571,North Course at Firestone Country Club,452 E Warner Rd,Akron,OH,44319,,USA,Summit,330,39153,,80,EST,Y,40.9839,41.0078906,-81.5315,-81.5077946,(330) 644-8441,Y,Y,54,Private,1969,"Robert Trent Jones, Sr.",Apr 1 to Oct 31,Reciprocal,"No denim, collared shirt and bermuda shorts required",$45.00 ,,,,,,,,,,
4574,Portage Country Club,240 N Portage Path,Akron,OH,44303,,USA,Summit,330,39153,,80,EST,Y,41.1065,41.1038917,-81.5362,-81.5472745,(330) 836-8565,Y,Y,18,Private,1894,William Langford,Open all year (closed on Mondays),Closed,"No denim, collared shirt required",$25.00 - $50.00,$50 wknd,7 days,"Portage Country Club is situated along the scenic shores of Swan Lake. Opened in 1930, the golf course has a traditional layout that is both challenging and playable. At 6,356 yards from the back tees, it is shorter than most championship courses you will find today but the layout still has plenty to offer besides length. There is a mix of holes that are wide-open and some that are framed by stands of mature trees. The rolling terrain provides subtle but tricky undulations in the greens and fairways as well as the occasional double-tiered green. One of the most memorable holes for both its level of difficulty and the scenery is the par-4 third. This no. 1 handicap hole plays along the lake and forces you to keep a close eye on the target.",https://www.golfpass.com/travel-advisor/xgo/13826,,,,,,
4576,Red Tail Golf Club,4400 Lear Nagle Rd,Amherst,OH,44001,,USA,Lorain,440,39093,,1680,EST,Y,41.3705,41.3511352,-82.2583,-82.2773056,(440) 937-6286,Y,Y,18,Private,1999,Robert von Hagge,Open all year,Private,"No denim, collared shirt required",$40.00 - $85.00,$85 wknd,Yes,"Red Tail Golf Club in Devens, Massachusetts sprawls across wooded hills, weaving through numerous streams and ponds. It is the first course in New England to be certified as an Audubon International Cooperative Signature. Golfers can enjoy spectacular views from every hole. Named after the Red Tail Hawks that soar above the golf course, the landscape offers classic New England golf with maple trees, birches, oaks, and pines. There are also tall grasses and sand along the fairways and greens, providing a few elements of coastal courses. The Red Tail layout offers a great amount of variety thanks to the diverse landscape. There is an interesting mix of risk-reward opportunities and link-style touches throughout the course. It is no surprise that this scenic and challenging course is one of the most popular public golf courses in Massachusetts.",https://www.golfpass.com/travel-advisor/xgo/25812,,,,,,
4581,Willow Run Golf Course,State Route 310 & State Route 161,Alexandria,OH,43062,,USA,Licking,740,39089,1840,,EST,Y,40.008,,-82.6777,,(740) 927-1932,Y,Y,18,Semi-private,1964,Jack Kidwell,Open all year,Open,No tank tops or cutoffs,$9.00 - $17.00,$23 wknd,7 days,"Willow Run Golf Course was designed by a ubiquitous name in central Ohio, Jack Kidwell. The local designer played a role in creating many of the state's courses but he infused a different character into each. Willow Run has an interesting layout that will test your shot making skills as well as your course management capabilities. The greens are bentgrass and the fairways are accented with Ohio bluegrass. Correct placement off the tees is the key to doing well, especially on the front nine. Plenty of water comes into play throughout the golf course as well as several strategically placed bunkers. Willow Run's back nine boasts one of the most challenging par 4s in Ohio, the 13th. The green on this tricky hole is fronted by a meandering creek.",https://www.golfpass.com/travel-advisor/xgo/10929,,,,,,
4582,Sleepy Hollow Country Club,374 Homeworth Rd,Alliance,OH,44601,,USA,Stark,330,39151,1320,,EST,Y,40.9181,40.8974772,-81.1273,-81.0775979,(330) 821-8865,N,Y,18,Semi-private,1927,,Apr 1 to Nov 15,Open,Shirt and shoes required,$10.00 - $23.00,$23 wknd,365 days,,https://www.golfpass.com/travel-advisor/xgo/27887,,,,,,
4585,Sycamore Springs Golf Course,Eagle Township Country Rd 25,Arlington,OH,45814,,USA,Hancock,419,39063,,,EST,Y,40.8984,41.4654683,-83.6151,-83.6492506,(419) 365-5109,U,U,18,Semi-private,1958,,Mar 15 to Oct 31,Open,Shirt and shoes required,$11.00 - $22.00,$22 wknd,7 days,"Sycamore Springs Golf Course has managed to stay one of Arlington's best-kept secrets since it first opened as a nine-hole course in 1958. The second nine wasn’t added until 1994. It's often considered an underrated course, but locals in the know will tell you it's one of the most challenging rounds you'll find in the area. The golf course has a traditional design that measures 6,681 yards. It would be a mistake to underestimate Sycamore Springs since there are a number of tricky doglegs that require some deft maneuvering and greens that play fast and true. The golf course is especially tough on windy days. There are a few ponds that come into play and a creek meanders through the course as well. Sycamore Springs G.C. also has a driving range, two putting greens, and a chipping green for golfers to use.",https://www.golfpass.com/travel-advisor/xgo/10437,,,,,,
4587,Country Club of Ashland,1333 Center St,Ashland,OH,44805,,USA,Ashland,419,39005,,,EST,Y,40.8738,40.852842,-82.3197,-82.306065,(419) 289-2917,Y,Y,18,Private,1923,"Willie Park, Jr.",Apr 1 to Oct 31,Reciprocal,"Collared shirt, no other requirements",$45.00 ,$45 wknd,7 days,,,,,,,,
4594,Aurora Golf & Country Club,50 Trails End,Aurora,OH,44202,,USA,Portage,330,39133,,80,EST,Y,41.3188,41.3155869,-81.3369,-81.332833,(330) 562-5300,N,Y,18,Private,1926,Bert Way,Open all year (closed on Mondays),Reciprocal,"No denim, collared shirt required",$22.50 - $45.00,$45 wknd,7 days,,,,,,,,
